model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_pop:sin_rett:principal:TOTAL:age_adjusted:2021-2024,est_grd_pop,src_grd,sin_rett,out_f84_principal,off_pop,panel_observed,act_all,pos_principal,cov_age,TOTAL,2021-2024,68,50,25.256980092936043,16.42124008876118,34.763304789061046,1.6026807255532551e-09,0.22519728170898246,0.03732337667116963,2.055008259443034,1.9293776222756414,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|principal_small|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Small numerator (principal F84): wide CI. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:HOMBRE:crude:2019-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,HOMBRE,2019-2024,6,4,43.9469950707005,31.47749923960179,57.59911399077679,3.2843482807933855e-15,0.36427495603943283,0.046230142088953256,70.12269348736427,1.9679132235899586,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:HOMBRE:age_adjusted:2019-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,HOMBRE,2019-2024,102,84,45.749438945157614,41.980835435880934,49.618072661796674,8.969344167975086e-175,0.3767187898022205,0.013366005305704377,5.860215511559809,1.8838603447142275,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:HOMBRE:crude:2021-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,HOMBRE,2021-2024,4,2,48.521644587243486,36.26090383162788,61.88560541295467,2.292968422072879e-19,0.3955605164297171,0.04395960570403743,26.248843419381423,2.3352069989610973,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:HOMBRE:age_adjusted:2021-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,HOMBRE,2021-2024,68,50,50.39623182763253,45.1469698873276,55.83533411348049,2.983128264614556e-112,0.40810317087623327,0.018126119982308248,4.461587683987968,1.786683098376128,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:MUJER:crude:2019-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,MUJER,2019-2024,6,4,63.674037561335275,47.310094633491026,81.85576920767828,4.8368053989997545e-20,0.49270668814053376,0.053744366081401276,31.13749808833867,1.6636343590275997,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:MUJER:age_adjusted:2019-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,MUJER,2019-2024,102,84,65.44457324213855,58.661820627820745,72.5172868114296,7.373103791964273e-123,0.5034660478545241,0.021358153179119307,4.916592661902555,1.3696687449953784,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:MUJER:crude:2021-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,MUJER,2021-2024,4,2,73.15171817565039,56.69048298470179,91.34230066868226,4.69857838477246e-27,0.5489980078584664,0.05096817140568163,12.794504671508983,2.698131738128868,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:MUJER:age_adjusted:2021-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_age,MUJER,2021-2024,68,50,75.02144120107201,65.59267800510462,84.98707339678401,2.4065946510395176e-87,0.5597383015793027,0.028254326087405173,3.9313294090363526,1.4690547625733419,"deviance residuals, within stratum",fam_qp_age,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|age_adj,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_pop:strict_autism_f840:any:TOTAL:crude:2019-2024,est_grd_pop,src_grd,strict_autism_f840,out_f84_any,off_pop,panel_observed,act_all,pos_any,cov_none,TOTAL,2019-2024,6,4,48.910311767987594,35.53912865398985,63.60058656896581,1.087656758938041e-16,0.39817400427906313,0.048002830675493297,100.8136266249229,1.8675285798392403,"deviance residuals, chronological",fam_qp,True,place_vs_residence|unknown_excluded|not_causal_law|strict_identical|dw_weak,"Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Episodes without valid age or sex excluded from the standardised rate (included in the crude rate). No specification estimates an effect of Law 21.545. Series identical in both variants. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
